,año,mes,festividad,nom_comuna,conducta,cantidad
0,2010,Abril,Dia de la Tierra,Centro,LESIONES PERSONALES,1
1,2010,Abril,Dia de la Tierra,García Rovira,HURTO A PERSONAS,3
2,2010,Abril,Dia de la Tierra,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
3,2010,Abril,Dia de la Tierra,La Pedregosa,VIOLENCIA INTRAFAMILIAR,1
4,2010,Abril,Dia de la Tierra,Lagos del Cacique,HURTO A PERSONAS,1
5,2010,Abril,Dia de la Tierra,Morrorico,VIOLENCIA INTRAFAMILIAR,1
6,2010,Abril,Dia de la Tierra,Mutis,HURTO A PERSONAS,1
7,2010,Abril,Dia de la Tierra,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
8,2010,Abril,Dia de la Tierra,Norte,LESIONES PERSONALES,2
9,2010,Abril,Dia de la Tierra,Norte,VIOLENCIA INTRAFAMILIAR,2
10,2010,Abril,Dia de la Tierra,Oriental,HURTO A PERSONAS,3
11,2010,Abril,Dia de la Tierra,San Francisco,HURTO A PERSONAS,1
12,2010,Abril,Dia de la Tierra,San Francisco,LESIONES PERSONALES,1
13,2010,Abril,Dia de la Tierra,Sur,LESIONES PERSONALES,1
14,2010,Abril,Dia del Niño,Cabecera del Llano,HURTO A PERSONAS,1
15,2010,Abril,Dia del Niño,Centro,LESIONES PERSONALES,1
16,2010,Abril,Dia del Niño,Centro,VIOLENCIA INTRAFAMILIAR,1
17,2010,Abril,Dia del Niño,García Rovira,VIOLENCIA INTRAFAMILIAR,1
18,2010,Abril,Dia del Niño,La Ciudadela,HURTO A PERSONAS,1
19,2010,Abril,Dia del Niño,La Concordia,HURTO A RESIDENCIAS,1
20,2010,Abril,Dia del Niño,La Concordia,LESIONES PERSONALES,1
21,2010,Abril,Dia del Niño,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
22,2010,Abril,Dia del Niño,La Pedregosa,VIOLENCIA INTRAFAMILIAR,1
23,2010,Abril,Dia del Niño,Lagos del Cacique,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
24,2010,Abril,Dia del Niño,Morrorico,LESIONES PERSONALES,1
25,2010,Abril,Dia del Niño,Morrorico,VIOLENCIA INTRAFAMILIAR,1
26,2010,Abril,Dia del Niño,Mutis,HURTO A PERSONAS,1
27,2010,Abril,Dia del Niño,Nor Oriental,LESIONES PERSONALES,2
28,2010,Abril,Dia del Niño,Norte,VIOLENCIA INTRAFAMILIAR,1
29,2010,Abril,Dia del Niño,Occidental,LESIONES PERSONALES,1
30,2010,Abril,Dia del Niño,Occidental,VIOLENCIA INTRAFAMILIAR,1
31,2010,Abril,Dia del Niño,Oriental,HURTO A PERSONAS,3
32,2010,Abril,Dia del Niño,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
33,2010,Abril,Dia del Niño,San Francisco,HOMICIDIO,1
34,2010,Abril,Dia del Niño,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
35,2010,Abril,Dia del Niño,San Francisco,VIOLENCIA INTRAFAMILIAR,1
36,2010,Abril,Domingo,Cabecera del Llano,HURTO A PERSONAS,3
37,2010,Abril,Domingo,Cabecera del Llano,HURTO A RESIDENCIAS,1
38,2010,Abril,Domingo,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
39,2010,Abril,Domingo,Cabecera del Llano,LESIONES PERSONALES,1
40,2010,Abril,Domingo,Centro,HURTO A PERSONAS,1
41,2010,Abril,Domingo,Centro,LESIONES PERSONALES,2
42,2010,Abril,Domingo,García Rovira,HURTO A ENTIDADES COMERCIALES,1
43,2010,Abril,Domingo,García Rovira,LESIONES PERSONALES,3
44,2010,Abril,Domingo,García Rovira,VIOLENCIA INTRAFAMILIAR,1
45,2010,Abril,Domingo,La Ciudadela,HURTO A PERSONAS,1
46,2010,Abril,Domingo,La Concordia,HURTO A PERSONAS,3
47,2010,Abril,Domingo,La Pedregosa,HURTO A PERSONAS,5
48,2010,Abril,Domingo,La Pedregosa,LESIONES PERSONALES,2
49,2010,Abril,Domingo,La Pedregosa,VIOLENCIA INTRAFAMILIAR,1
50,2010,Abril,Domingo,Lagos del Cacique,HURTO A PERSONAS,3
51,2010,Abril,Domingo,Morrorico,HURTO A PERSONAS,2
52,2010,Abril,Domingo,Morrorico,LESIONES PERSONALES,2
53,2010,Abril,Domingo,Morrorico,VIOLENCIA INTRAFAMILIAR,1
54,2010,Abril,Domingo,Mutis,HURTO A PERSONAS,2
55,2010,Abril,Domingo,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
56,2010,Abril,Domingo,Nor Oriental,HOMICIDIO,1
57,2010,Abril,Domingo,Nor Oriental,HURTO A PERSONAS,1
58,2010,Abril,Domingo,Nor Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
59,2010,Abril,Domingo,Norte,HURTO A AUTOMOTORES,1
60,2010,Abril,Domingo,Norte,HURTO A PERSONAS,3
61,2010,Abril,Domingo,Norte,HURTO A RESIDENCIAS,1
62,2010,Abril,Domingo,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
63,2010,Abril,Domingo,Norte,LESIONES PERSONALES,9
64,2010,Abril,Domingo,Norte,VIOLENCIA INTRAFAMILIAR,3
65,2010,Abril,Domingo,Occidental,HURTO A RESIDENCIAS,1
66,2010,Abril,Domingo,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
67,2010,Abril,Domingo,Occidental,VIOLENCIA INTRAFAMILIAR,3
68,2010,Abril,Domingo,Oriental,HURTO A PERSONAS,4
69,2010,Abril,Domingo,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
70,2010,Abril,Domingo,Oriental,LESIONES PERSONALES,1
71,2010,Abril,Domingo,Oriental,VIOLENCIA INTRAFAMILIAR,1
72,2010,Abril,Domingo,Provenza,LESIONES PERSONALES,1
73,2010,Abril,Domingo,San Francisco,HURTO A ENTIDADES COMERCIALES,2
74,2010,Abril,Domingo,San Francisco,HURTO A MOTOCICLETAS,1
75,2010,Abril,Domingo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
76,2010,Abril,Domingo,San Francisco,LESIONES PERSONALES,2
77,2010,Abril,Domingo,San Francisco,VIOLENCIA INTRAFAMILIAR,3
78,2010,Abril,Domingo,Sur,LESIONES PERSONALES,1
79,2010,Abril,Domingo,Sur Occidente,HURTO A PERSONAS,1
80,2010,Abril,Domingo,Sur Occidente,LESIONES PERSONALES,1
81,2010,Abril,Domingo de Pascua o Resurreccion,Cabecera del Llano,HURTO A PERSONAS,1
82,2010,Abril,Domingo de Pascua o Resurreccion,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
83,2010,Abril,Domingo de Pascua o Resurreccion,Cabecera del Llano,LESIONES PERSONALES,1
84,2010,Abril,Domingo de Pascua o Resurreccion,La Concordia,HURTO A PERSONAS,2
85,2010,Abril,Domingo de Pascua o Resurreccion,La Pedregosa,HURTO A PERSONAS,1
86,2010,Abril,Domingo de Pascua o Resurreccion,Lagos del Cacique,HURTO A PERSONAS,1
87,2010,Abril,Domingo de Pascua o Resurreccion,Mutis,HURTO A PERSONAS,1
88,2010,Abril,Domingo de Pascua o Resurreccion,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
89,2010,Abril,Domingo de Pascua o Resurreccion,Nor Oriental,HURTO A PERSONAS,1
90,2010,Abril,Domingo de Pascua o Resurreccion,Norte,HURTO A AUTOMOTORES,1
91,2010,Abril,Domingo de Pascua o Resurreccion,Occidental,VIOLENCIA INTRAFAMILIAR,1
92,2010,Abril,Domingo de Pascua o Resurreccion,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
93,2010,Abril,Domingo de Pascua o Resurreccion,San Francisco,VIOLENCIA INTRAFAMILIAR,1
94,2010,Abril,Jueves Santo,Cabecera del Llano,HURTO A PERSONAS,1
95,2010,Abril,Jueves Santo,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
96,2010,Abril,Jueves Santo,García Rovira,HURTO A PERSONAS,1
97,2010,Abril,Jueves Santo,García Rovira,VIOLENCIA INTRAFAMILIAR,1
98,2010,Abril,Jueves Santo,La Ciudadela,HURTO A RESIDENCIAS,1
99,2010,Abril,Jueves Santo,La Concordia,HURTO A ENTIDADES COMERCIALES,1
100,2010,Abril,Jueves Santo,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
101,2010,Abril,Jueves Santo,La Pedregosa,LESIONES PERSONALES,2
102,2010,Abril,Jueves Santo,Lagos del Cacique,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
103,2010,Abril,Jueves Santo,Norte,LESIONES PERSONALES,1
104,2010,Abril,Jueves Santo,Norte,VIOLENCIA INTRAFAMILIAR,1
105,2010,Abril,Jueves Santo,Occidental,LESIONES PERSONALES,1
106,2010,Abril,Jueves Santo,Oriental,HURTO A PERSONAS,1
107,2010,Abril,Jueves Santo,Oriental,VIOLENCIA INTRAFAMILIAR,1
108,2010,Abril,Jueves Santo,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
109,2010,Abril,Jueves Santo,Provenza,LESIONES PERSONALES,1
110,2010,Abril,Jueves Santo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
207,2010,Abril,Viernes Santo,Morrorico,LESIONES PERSONALES,1
208,2010,Abril,Viernes Santo,Nor Oriental,LESIONES PERSONALES,1
209,2010,Abril,Viernes Santo,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
210,2010,Abril,Viernes Santo,Oriental,HURTO A ENTIDADES COMERCIALES,1
211,2010,Abril,Viernes Santo,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
212,2010,Abril,Viernes Santo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
213,2010,Abril,Viernes Santo,San Francisco,LESIONES PERSONALES,1
214,2010,Agosto,Asuncion de la Virgen,Centro,LESIONES PERSONALES,1
215,2010,Agosto,Asuncion de la Virgen,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
216,2010,Agosto,Asuncion de la Virgen,La Concordia,HURTO A PERSONAS,1
217,2010,Agosto,Asuncion de la Virgen,Morrorico,VIOLENCIA INTRAFAMILIAR,1
218,2010,Agosto,Asuncion de la Virgen,Mutis,LESIONES PERSONALES,3
219,2010,Agosto,Asuncion de la Virgen,Mutis,VIOLENCIA INTRAFAMILIAR,1
220,2010,Agosto,Asuncion de la Virgen,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
221,2010,Agosto,Asuncion de la Virgen,Norte,VIOLENCIA INTRAFAMILIAR,1
222,2010,Agosto,Asuncion de la Virgen,Oriental,HURTO A PERSONAS,1
223,2010,Agosto,Asuncion de la Virgen,Oriental,HURTO A RESIDENCIAS,1
224,2010,Agosto,Asuncion de la Virgen,Provenza,LESIONES PERSONALES,1
225,2010,Agosto,Asuncion de la Virgen,Provenza,VIOLENCIA INTRAFAMILIAR,1
226,2010,Agosto,Asuncion de la Virgen,San Francisco,HURTO A MOTOCICLETAS,2
227,2010,Agosto,Asuncion de la Virgen,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
228,2010,Agosto,Asuncion de la Virgen,San Francisco,VIOLENCIA INTRAFAMILIAR,1
229,2010,Agosto,Asuncion de la Virgen,Sur,HURTO A PERSONAS,1
230,2010,Agosto,Batalla de Boyaca,Cabecera del Llano,HURTO A PERSONAS,1
231,2010,Agosto,Batalla de Boyaca,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
232,2010,Agosto,Batalla de Boyaca,Cabecera del Llano,LESIONES PERSONALES,3
233,2010,Agosto,Batalla de Boyaca,Centro,HURTO A ENTIDADES COMERCIALES,1
234,2010,Agosto,Batalla de Boyaca,Centro,HURTO A PERSONAS,3
235,2010,Agosto,Batalla de Boyaca,Centro,LESIONES PERSONALES,1
236,2010,Agosto,Batalla de Boyaca,La Ciudadela,HURTO A PERSONAS,1
237,2010,Agosto,Batalla de Boyaca,La Concordia,HURTO A PERSONAS,1
238,2010,Agosto,Batalla de Boyaca,Lagos del Cacique,HURTO A PERSONAS,2
239,2010,Agosto,Batalla de Boyaca,Morrorico,HURTO A PERSONAS,1
240,2010,Agosto,Batalla de Boyaca,Nor Oriental,HOMICIDIO,1
241,2010,Agosto,Batalla de Boyaca,Nor Oriental,LESIONES PERSONALES,2
242,2010,Agosto,Batalla de Boyaca,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
243,2010,Agosto,Batalla de Boyaca,Oriental,HURTO A PERSONAS,2
244,2010,Agosto,Batalla de Boyaca,Oriental,HURTO A RESIDENCIAS,1
245,2010,Agosto,Batalla de Boyaca,Provenza,VIOLENCIA INTRAFAMILIAR,1
246,2010,Agosto,Batalla de Boyaca,San Francisco,HURTO A PERSONAS,2
247,2010,Agosto,Batalla de Boyaca,San Francisco,VIOLENCIA INTRAFAMILIAR,1
248,2010,Agosto,Dia del Adulto Mayor,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
249,2010,Agosto,Dia del Adulto Mayor,Centro,LESIONES PERSONALES,4
250,2010,Agosto,Dia del Adulto Mayor,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
251,2010,Agosto,Dia del Adulto Mayor,La Ciudadela,VIOLENCIA INTRAFAMILIAR,1
252,2010,Agosto,Dia del Adulto Mayor,Morrorico,HURTO A PERSONAS,2
253,2010,Agosto,Dia del Adulto Mayor,Morrorico,LESIONES PERSONALES,4
254,2010,Agosto,Dia del Adulto Mayor,Mutis,HURTO A MOTOCICLETAS,1
255,2010,Agosto,Dia del Adulto Mayor,Nor Oriental,HOMICIDIO,2
256,2010,Agosto,Dia del Adulto Mayor,Nor Oriental,HURTO A RESIDENCIAS,1
257,2010,Agosto,Dia del Adulto Mayor,Norte,HURTO A PERSONAS,1
258,2010,Agosto,Dia del Adulto Mayor,Norte,LESIONES PERSONALES,3
259,2010,Agosto,Dia del Adulto Mayor,Norte,VIOLENCIA INTRAFAMILIAR,1
260,2010,Agosto,Dia del Adulto Mayor,Occidental,HURTO A PERSONAS,1
261,2010,Agosto,Dia del Adulto Mayor,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
262,2010,Agosto,Dia del Adulto Mayor,Occidental,VIOLENCIA INTRAFAMILIAR,2
263,2010,Agosto,Dia del Adulto Mayor,Oriental,HURTO A RESIDENCIAS,1
264,2010,Agosto,Dia del Adulto Mayor,Provenza,HURTO A RESIDENCIAS,1
265,2010,Agosto,Dia del Adulto Mayor,Provenza,VIOLENCIA INTRAFAMILIAR,1
266,2010,Agosto,Dia del Adulto Mayor,San Francisco,HURTO A PERSONAS,2
267,2010,Agosto,Dia del Adulto Mayor,Sur,VIOLENCIA INTRAFAMILIAR,2
268,2010,Agosto,Dia del Adulto Mayor,Sur Occidente,LESIONES PERSONALES,1
269,2010,Agosto,Dia del Ejercito Nacional,Cabecera del Llano,HURTO A PERSONAS,1
270,2010,Agosto,Dia del Ejercito Nacional,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
271,2010,Agosto,Dia del Ejercito Nacional,Cabecera del Llano,LESIONES PERSONALES,3
272,2010,Agosto,Dia del Ejercito Nacional,Centro,HURTO A ENTIDADES COMERCIALES,1
273,2010,Agosto,Dia del Ejercito Nacional,Centro,HURTO A PERSONAS,3
274,2010,Agosto,Dia del Ejercito Nacional,Centro,LESIONES PERSONALES,1
275,2010,Agosto,Dia del Ejercito Nacional,La Ciudadela,HURTO A PERSONAS,1
276,2010,Agosto,Dia del Ejercito Nacional,La Concordia,HURTO A PERSONAS,1
277,2010,Agosto,Dia del Ejercito Nacional,Lagos del Cacique,HURTO A PERSONAS,2
278,2010,Agosto,Dia del Ejercito Nacional,Morrorico,HURTO A PERSONAS,1
279,2010,Agosto,Dia del Ejercito Nacional,Nor Oriental,HOMICIDIO,1
280,2010,Agosto,Dia del Ejercito Nacional,Nor Oriental,LESIONES PERSONALES,2
281,2010,Agosto,Dia del Ejercito Nacional,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
282,2010,Agosto,Dia del Ejercito Nacional,Oriental,HURTO A PERSONAS,2
283,2010,Agosto,Dia del Ejercito Nacional,Oriental,HURTO A RESIDENCIAS,1
284,2010,Agosto,Dia del Ejercito Nacional,Provenza,VIOLENCIA INTRAFAMILIAR,1
285,2010,Agosto,Dia del Ejercito Nacional,San Francisco,HURTO A PERSONAS,2
286,2010,Agosto,Dia del Ejercito Nacional,San Francisco,VIOLENCIA INTRAFAMILIAR,1
287,2010,Agosto,Dia del Ingeniero,Cabecera del Llano,HURTO A PERSONAS,2
288,2010,Agosto,Dia del Ingeniero,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
289,2010,Agosto,Dia del Ingeniero,Centro,HURTO A ENTIDADES COMERCIALES,1
290,2010,Agosto,Dia del Ingeniero,Centro,HURTO A PERSONAS,2
291,2010,Agosto,Dia del Ingeniero,Centro,LESIONES PERSONALES,2
292,2010,Agosto,Dia del Ingeniero,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
293,2010,Agosto,Dia del Ingeniero,La Concordia,HURTO A ENTIDADES COMERCIALES,1
294,2010,Agosto,Dia del Ingeniero,La Concordia,VIOLENCIA INTRAFAMILIAR,1
295,2010,Agosto,Dia del Ingeniero,La Pedregosa,HURTO A PERSONAS,1
296,2010,Agosto,Dia del Ingeniero,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
297,2010,Agosto,Dia del Ingeniero,Morrorico,HURTO A RESIDENCIAS,1
298,2010,Agosto,Dia del Ingeniero,Nor Oriental,HURTO A PERSONAS,3
299,2010,Agosto,Dia del Ingeniero,Norte,HURTO A RESIDENCIAS,1
300,2010,Agosto,Dia del Ingeniero,Norte,LESIONES PERSONALES,1
301,2010,Agosto,Dia del Ingeniero,Oriental,HURTO A PERSONAS,2
302,2010,Agosto,Dia del Ingeniero,Oriental,LESIONES PERSONALES,1
303,2010,Agosto,Dia del Ingeniero,Oriental,VIOLENCIA INTRAFAMILIAR,2
304,2010,Agosto,Dia del Ingeniero,Provenza,HURTO A PERSONAS,1
305,2010,Agosto,Dia del Ingeniero,San Francisco,HURTO A PERSONAS,1
306,2010,Agosto,Domingo,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,2
307,2010,Agosto,Domingo,Cabecera del Llano,HURTO A PERSONAS,2
308,2010,Agosto,Domingo,Cabecera del Llano,HURTO A RESIDENCIAS,2
309,2010,Agosto,Domingo,Centro,HURTO A PERSONAS,5
310,2010,Agosto,Domingo,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
311,2010,Agosto,Domingo,Centro,LESIONES PERSONALES,4
312,2010,Agosto,Domingo,García Rovira,HURTO A PERSONAS,1
313,2010,Agosto,Domingo,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),6
314,2010,Agosto,Domingo,García Rovira,LESIONES PERSONALES,5
315,2010,Agosto,Domingo,García Rovira,VIOLENCIA INTRAFAMILIAR,2
316,2010,Agosto,Domingo,La Ciudadela,HURTO A PERSONAS,3
317,2010,Agosto,Domingo,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
318,2010,Agosto,Domingo,La Ciudadela,LESIONES PERSONALES,1
319,2010,Agosto,Domingo,La Ciudadela,VIOLENCIA INTRAFAMILIAR,1
320,2010,Agosto,Domingo,La Concordia,HURTO A ENTIDADES COMERCIALES,1
321,2010,Agosto,Domingo,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
322,2010,Agosto,Domingo,La Concordia,VIOLENCIA INTRAFAMILIAR,3
323,2010,Agosto,Domingo,La Pedregosa,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),2
324,2010,Agosto,Domingo,La Pedregosa,HURTO A PERSONAS,1
325,2010,Agosto,Domingo,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
326,2010,Agosto,Domingo,La Pedregosa,LESIONES PERSONALES,5
327,2010,Agosto,Domingo,La Pedregosa,VIOLENCIA INTRAFAMILIAR,2
328,2010,Agosto,Domingo,Lagos del Cacique,LESIONES PERSONALES,1
329,2010,Agosto,Domingo,Morrorico,HURTO A PERSONAS,2
330,2010,Agosto,Domingo,Morrorico,LESIONES PERSONALES,4
331,2010,Agosto,Domingo,Mutis,HURTO A ENTIDADES COMERCIALES,1
332,2010,Agosto,Domingo,Mutis,HURTO A MOTOCICLETAS,1
333,2010,Agosto,Domingo,Mutis,HURTO A PERSONAS,1
334,2010,Agosto,Domingo,Mutis,LESIONES PERSONALES,1
335,2010,Agosto,Domingo,Nor Oriental,HOMICIDIO,2
336,2010,Agosto,Domingo,Nor Oriental,HURTO A RESIDENCIAS,1
337,2010,Agosto,Domingo,Nor Oriental,LESIONES PERSONALES,1
338,2010,Agosto,Domingo,Nor Oriental,VIOLENCIA INTRAFAMILIAR,2
339,2010,Agosto,Domingo,Norte,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
340,2010,Agosto,Domingo,Norte,HURTO A PERSONAS,3
341,2010,Agosto,Domingo,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
342,2010,Agosto,Domingo,Norte,LESIONES PERSONALES,10
343,2010,Agosto,Domingo,Norte,VIOLENCIA INTRAFAMILIAR,6
344,2010,Agosto,Domingo,Occidental,HOMICIDIO,1
345,2010,Agosto,Domingo,Occidental,HURTO A PERSONAS,2
346,2010,Agosto,Domingo,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
347,2010,Agosto,Domingo,Occidental,LESIONES PERSONALES,2
348,2010,Agosto,Domingo,Occidental,VIOLENCIA INTRAFAMILIAR,4
349,2010,Agosto,Domingo,Oriental,HURTO A PERSONAS,3
350,2010,Agosto,Domingo,Oriental,HURTO A RESIDENCIAS,1
351,2010,Agosto,Domingo,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
352,2010,Agosto,Domingo,Oriental,LESIONES PERSONALES,1
353,2010,Agosto,Domingo,Provenza,HURTO A RESIDENCIAS,3
354,2010,Agosto,Domingo,Provenza,LESIONES PERSONALES,1
355,2010,Agosto,Domingo,Provenza,VIOLENCIA INTRAFAMILIAR,1
356,2010,Agosto,Domingo,San Francisco,HURTO A PERSONAS,3
357,2010,Agosto,Domingo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
358,2010,Agosto,Domingo,San Francisco,LESIONES PERSONALES,2
359,2010,Agosto,Domingo,Sur,HURTO A MOTOCICLETAS,1
360,2010,Agosto,Domingo,Sur,VIOLENCIA INTRAFAMILIAR,5
361,2010,Agosto,Domingo,Sur Occidente,LESIONES PERSONALES,2
362,2010,Agosto,Festival Internacional de Cine de Santander,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
363,2010,Agosto,Festival Internacional de Cine de Santander,Centro,HURTO A PERSONAS,1
364,2010,Agosto,Festival Internacional de Cine de Santander,Centro,LESIONES PERSONALES,1
365,2010,Agosto,Festival Internacional de Cine de Santander,García Rovira,HURTO A PERSONAS,2
366,2010,Agosto,Festival Internacional de Cine de Santander,García Rovira,LESIONES PERSONALES,1
367,2010,Agosto,Festival Internacional de Cine de Santander,García Rovira,VIOLENCIA INTRAFAMILIAR,1
368,2010,Agosto,Festival Internacional de Cine de Santander,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
369,2010,Agosto,Festival Internacional de Cine de Santander,La Concordia,VIOLENCIA INTRAFAMILIAR,1
370,2010,Agosto,Festival Internacional de Cine de Santander,La Pedregosa,HURTO A PERSONAS,2
371,2010,Agosto,Festival Internacional de Cine de Santander,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),7
372,2010,Agosto,Festival Internacional de Cine de Santander,Morrorico,HOMICIDIO,1
373,2010,Agosto,Festival Internacional de Cine de Santander,Nor Oriental,LESIONES PERSONALES,1
374,2010,Agosto,Festival Internacional de Cine de Santander,Occidental,HURTO A PERSONAS,3
375,2010,Agosto,Festival Internacional de Cine de Santander,Oriental,HURTO A RESIDENCIAS,1
376,2010,Agosto,Festival Internacional de Cine de Santander,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
377,2010,Agosto,Festival Internacional de Cine de Santander,Oriental,VIOLENCIA INTRAFAMILIAR,1
378,2010,Agosto,Festival Internacional de Cine de Santander,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
379,2010,Agosto,Festival Internacional de Cine de Santander,San Francisco,LESIONES PERSONALES,2
380,2010,Agosto,Festival Internacional de Cine de Santander,San Francisco,VIOLENCIA INTRAFAMILIAR,1
381,2010,Agosto,Festival Internacional de Cine de Santander,Sur,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
382,2010,Agosto,Festival Internacional de Cine de Santander,Sur Occidente,LESIONES PERSONALES,1
383,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,1
384,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Cabecera del Llano,HURTO A MOTOCICLETAS,1
385,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Cabecera del Llano,HURTO A PERSONAS,8
386,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),6
387,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Cabecera del Llano,VIOLENCIA INTRAFAMILIAR,3
388,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Centro,HURTO A PERSONAS,15
389,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
390,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Centro,LESIONES PERSONALES,9
391,2010,Agosto,Festival Internacional del Piano de Santander la IUS,Centro,VIOLENCIA INTRAFAMILIAR,3
392,2010,Agosto,Festival Internacional del Piano de Santander la IUS,García Rovira,HURTO A PERSONAS,2
393,2010,Agosto,Festival Internacional del Piano de Santander la IUS,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
394,2010,Agosto,Festival Internacional del Piano de Santander la IUS,García Rovira,LESIONES PERSONALES,4
395,2010,Agosto,Festival Internacional del Piano de Santander la IUS,García Rovira,VIOLENCIA INTRAFAMILIAR,5
396,2010,Agosto,Festival Internacional del Piano de Santander la IUS,La Ciudadela,HURTO A PERSONAS,2
397,2010,Agosto,Festival Internacional del Piano de Santander la IUS,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
398,2010,Agosto,Festival Internacional del Piano de Santander la IUS,La Ciudadela,LESIONES PERSONALES,2
399,2010,Agosto,Festival Internacional del Piano de Santander la IUS,La Concordia,HURTO A ENTIDADES COMERCIALES,1
