,año,dia,mes,Festividad
1024,2017,9,Septiembre,Feria Bonita
1025,2017,10,Septiembre,Feria Bonita
1026,2017,10,Septiembre,Domingo
1027,2017,11,Septiembre,Feria Bonita
1028,2017,12,Septiembre,Feria Bonita
1029,2017,13,Septiembre,Feria Bonita
1030,2017,14,Septiembre,Feria Bonita
1031,2017,15,Septiembre,Feria Bonita
1032,2017,16,Septiembre,Feria Bonita
1033,2017,16,Septiembre,Dia de Amor y Amistad
1034,2017,17,Septiembre,Feria Bonita
1035,2017,27,Septiembre,Domingo
1036,2017,24,Septiembre,Domingo
1037,2017,26,Septiembre,Dia de la Seguridad Social
1038,2017,27,Septiembre,Dia del Turismo
1039,2017,1,Octubre,Domingo
1040,2017,8,Octubre,Domingo
1041,2017,15,Octubre,Domingo
1042,2017,16,Octubre,Dia de la Raza
1043,2017,22,Octubre,Domingo
1044,2017,29,Octubre,Domingo
1045,2017,30,Octubre,Semana Nacional del Tiple
1046,2017,31,Octubre,Semana Nacional del Tiple
1047,2017,31,Octubre,Halloween
1048,2017,1,Noviembre,Semana Nacional del Tiple
1049,2017,2,Noviembre,Semana Nacional del Tiple
1050,2017,3,Noviembre,Semana Nacional del Tiple
1051,2017,5,Noviembre,Dia de la Policia
1052,2017,5,Noviembre,Domingo
1053,2017,6,Noviembre,Dia de todos los Santos
1054,2017,12,Noviembre,Domingo
1055,2017,13,Noviembre,Independencia de Cartagena
1056,2017,19,Noviembre,Domingo
1057,2017,26,Noviembre,Domingo
1058,2017,3,Diciembre,Domingo
1059,2017,7,Diciembre,Dia de las Velitas
1060,2017,8,Diciembre,Inmaculada Concepcion
1061,2017,10,Diciembre,Domingo
1062,2017,17,Diciembre,Domingo
1063,2017,24,Diciembre,Noche Buena
1064,2017,24,Diciembre,Domingo
1065,2017,25,Diciembre,Navidad
1066,2017,28,Diciembre,Dia de los Inocentes
1067,2017,31,Diciembre,Año Viejo
1068,2017,31,Diciembre,Domingo
1069,2018,1,Enero,Año Nuevo
1070,2018,7,Enero,Domingo
1071,2018,8,Enero,Reyes Magos
1072,2018,14,Enero,Domingo
1073,2018,21,Enero,Domingo
1074,2018,28,Enero,Domingo
1075,2018,4,Febrero,Domingo
1076,2018,11,Febrero,Domingo
1077,2018,14,Febrero,Dia de San Valentin
1078,2018,18,Febrero,Domingo
1079,2018,25,Febrero,Domingo
1080,2018,4,Marzo,Domingo
1081,2018,8,Marzo,Dia Internacional de la Mujer
1082,2018,10,Marzo,Dia de los Amigos
1083,2018,11,Marzo,Domingo
1084,2018,18,Marzo,Domingo
1085,2018,19,Marzo,Dia del Hombre
1086,2018,19,Marzo,San Jose
1087,2018,25,Marzo,Domingo de Ramos
1088,2018,25,Marzo,Domingo
1089,2018,29,Marzo,Jueves Santo
1090,2018,30,Marzo,Viernes Santo
1091,2018,1,Abril,Domingo de Pascua o Resurreccion
1092,2018,1,Abril,Domingo
1093,2018,8,Abril,Domingo
1094,2018,15,Abril,Domingo
1095,2018,22,Abril,Dia de la Tierra
1096,2018,22,Abril,Domingo
1097,2018,28,Abril,Dia del Niño
1098,2018,29,Abril,Domingo
1099,2018,1,Mayo,Dia del Trabajo
1100,2018,6,Mayo,Domingo
1101,2018,13,Mayo,Dia de la Madre
1102,2018,13,Mayo,Domingo
1103,2018,14,Mayo,Dia de la Ascension
1104,2018,15,Mayo,Dia del Maestro
1105,2018,20,Mayo,Domingo
1106,2018,21,Mayo,Dia de la Afrocolombianidad
1107,2018,27,Mayo,Domingo
1108,2018,1,Junio,Dia del Campesino
1109,2018,3,Junio,Domingo
1110,2018,4,Junio,Dia de Corpus Christi
1111,2018,5,Junio,Dia del Medio Ambiente
1112,2018,10,Junio,Domingo
1113,2018,11,Junio,Dia del Sagrado Corazon de Jesus
1114,2018,17,Junio,Dia del Padre
1115,2018,17,Junio,Domingo
1116,2018,24,Junio,Domingo
1117,2018,1,Julio,Domingo
1118,2018,2,Julio,Dia de San Pedro y San Pablo
1119,2018,8,Julio,Domingo
1120,2018,15,Julio,Domingo
1121,2018,20,Julio,Dia de la independencia
1122,2018,22,Julio,Domingo
1123,2018,29,Julio,Domingo
1124,2018,5,Agosto,Festival Internacional del Piano de Santander la IUS
1125,2018,5,Agosto,Domingo
1126,2018,6,Agosto,Festival Internacional del Piano de Santander la IUS
1127,2018,7,Agosto,Festival Internacional del Piano de Santander la IUS
1128,2018,7,Agosto,Dia del Ejercito Nacional
1129,2018,7,Agosto,Batalla de Boyaca
1130,2018,8,Agosto,Festival Internacional del Piano de Santander la IUS
1131,2018,9,Agosto,Festival Internacional del Piano de Santander la IUS
1132,2018,10,Agosto,Festival Internacional del Piano de Santander la IUS
1133,2018,11,Agosto,Festival Internacional del Piano de Santander la IUS
1134,2018,12,Agosto,Festival Internacional del Piano de Santander la IUS
1135,2018,12,Agosto,Domingo
1136,2018,13,Agosto,Festival Internacional del Piano de Santander la IUS
1137,2018,13,Agosto,Festival Internacional de Cine de Santander
1138,2018,14,Agosto,Festival Internacional del Piano de Santander la IUS
1139,2018,14,Agosto,Festival Internacional de Cine de Santander
1140,2018,15,Agosto,Festival Internacional del Piano de Santander la IUS
1141,2018,15,Agosto,Festival Internacional de Cine de Santander
1142,2018,16,Agosto,Festival Internacional del Piano de Santander la IUS
1143,2018,16,Agosto,Festival Internacional de Cine de Santander
1144,2018,17,Agosto,Festival Internacional del Piano de Santander la IUS
1145,2018,17,Agosto,Festival Internacional de Cine de Santander
1146,2018,17,Agosto,Dia del Ingeniero
1147,2018,18,Agosto,Festival Internacional del Piano de Santander la IUS
1148,2018,18,Agosto,Festival Internacional de Cine de Santander
1149,2018,19,Agosto,Festival Internacional del Piano de Santander la IUS
1150,2018,19,Agosto,Domingo
1151,2018,20,Agosto,Festival Internacional del Piano de Santander la IUS
1152,2018,20,Agosto,Asuncion de la Virgen
1153,2018,21,Agosto,Festival Internacional del Piano de Santander la IUS
1154,2018,22,Agosto,Festival Internacional del Piano de Santander la IUS
1155,2018,23,Agosto,Festival Internacional del Piano de Santander la IUS
1156,2018,24,Agosto,Festival Internacional del Piano de Santander la IUS
1157,2018,25,Agosto,Festival Internacional del Piano de Santander la IUS
1158,2018,26,Agosto,Festival Internacional del Piano de Santander la IUS
1159,2018,26,Agosto,Dia del Adulto Mayor
1160,2018,26,Agosto,Domingo
1161,2018,2,Septiembre,Domingo
1162,2018,9,Septiembre,Domingo
1163,2018,13,Septiembre,Feria Bonita
1164,2018,14,Septiembre,Feria Bonita
1165,2018,15,Septiembre,Feria Bonita
1166,2018,15,Septiembre,Dia de Amor y Amistad
1167,2018,16,Septiembre,Feria Bonita
1168,2018,16,Septiembre,Domingo
1169,2018,17,Septiembre,Feria Bonita
1170,2018,18,Septiembre,Feria Bonita
1171,2018,19,Septiembre,Feria Bonita
1172,2018,20,Septiembre,Feria Bonita
1173,2018,21,Septiembre,Feria Bonita
1174,2018,22,Septiembre,Feria Bonita
1175,2018,23,Septiembre,Feria Bonita
1176,2018,23,Septiembre,Domingo
1177,2018,26,Septiembre,Dia de la Seguridad Social
1178,2018,27,Septiembre,Dia del Turismo
1179,2018,30,Septiembre,Domingo
1180,2018,7,Octubre,Domingo
1181,2018,14,Octubre,Domingo
1182,2018,15,Octubre,Dia de la Raza
1183,2018,21,Octubre,Domingo
1184,2018,28,Octubre,Domingo
1185,2018,29,Octubre,Semana Nacional del Tiple
1186,2018,30,Octubre,Semana Nacional del Tiple
1187,2018,31,Octubre,Semana Nacional del Tiple
1188,2018,31,Octubre,Halloween
1189,2018,1,Noviembre,Semana Nacional del Tiple
1190,2018,2,Noviembre,Semana Nacional del Tiple
1191,2018,4,Noviembre,Domingo
1192,2018,5,Noviembre,Dia de la Policia
1193,2018,5,Noviembre,Dia de todos los Santos
1194,2018,11,Noviembre,Domingo
1195,2018,12,Noviembre,Independencia de Cartagena
1196,2018,18,Noviembre,Domingo
1197,2018,25,Noviembre,Domingo
1198,2018,2,Diciembre,Domingo
1199,2018,7,Diciembre,Dia de las Velitas
1200,2018,8,Diciembre,Inmaculada Concepcion
1201,2018,16,Diciembre,Domingo
1202,2018,23,Diciembre,Domingo
1203,2018,24,Diciembre,Noche Buena
1204,2018,25,Diciembre,Navidad
1205,2018,28,Diciembre,Dia de los Inocentes
1206,2018,31,Diciembre,Año Viejo
1207,2019,1,Enero,Año Nuevo
1208,2019,6,Enero,Domingo
1209,2019,7,Enero,Reyes Magos
1210,2019,13,Enero,Domingo
1211,2019,20,Enero,Domingo
1212,2019,27,Enero,Domingo
1213,2019,3,Febrero,Domingo
1214,2019,10,Febrero,Domingo
1215,2019,14,Febrero,Dia de San Valentin
1216,2019,17,Febrero,Domingo
1217,2019,24,Febrero,Domingo
1218,2019,3,Marzo,Domingo
1219,2019,8,Marzo,Dia Internacional de la Mujer
1220,2019,9,Marzo,Dia de los Amigos
1221,2019,10,Marzo,Domingo
1222,2019,17,Marzo,Domingo
1223,2019,19,Marzo,Dia del Hombre
1224,2019,24,Marzo,Domingo
1225,2019,25,Marzo,San Jose
1226,2019,31,Marzo,Domingo
1227,2019,7,Abril,Domingo
1228,2019,14,Abril,Domingo de Ramos
1229,2019,14,Abril,Domingo
1230,2019,18,Abril,Jueves Santo
1231,2019,19,Abril,Viernes Santo
1232,2019,21,Abril,Domingo de Pascua o Resurreccion
1233,2019,21,Abril,Domingo
1234,2019,22,Abril,Dia de la Tierra
1235,2019,27,Abril,Dia del Niño
1236,2019,28,Abril,Domingo
1237,2019,1,Mayo,Dia del Trabajo
1238,2019,5,Mayo,Domingo
1239,2019,12,Mayo,Dia de la Madre
1240,2019,12,Mayo,Domingo
1241,2019,19,Mayo,Domingo
1242,2019,21,Mayo,Dia de la Afrocolombianidad
1243,2019,26,Mayo,Domingo
1244,2019,1,Junio,Dia del Campesino
1245,2019,2,Junio,Domingo
1246,2019,3,Junio,Dia de la Ascension
1247,2019,5,Junio,Dia del Medio Ambiente
1248,2019,9,Junio,Domingo
1249,2019,16,Junio,Dia del Padre
1250,2019,16,Junio,Domingo
1251,2019,23,Junio,Domingo
1252,2019,24,Junio,Dia de Corpus Christi
1253,2019,30,Junio,Domingo
1254,2019,1,Julio,Dia de San Pedro y San Pablo
1255,2019,7,Julio,Domingo
1256,2019,14,Julio,Domingo
1257,2019,20,Julio,Dia de la independencia
1258,2019,21,Julio,Domingo
1259,2019,28,Julio,Domingo
1260,2019,1,Agosto,Festival Internacional del Piano de Santander la IUS
1261,2019,2,Agosto,Festival Internacional del Piano de Santander la IUS
1262,2019,3,Agosto,Festival Internacional del Piano de Santander la IUS
1263,2019,4,Agosto,Festival Internacional del Piano de Santander la IUS
1264,2019,4,Agosto,Domingo
1265,2019,5,Agosto,Festival Internacional del Piano de Santander la IUS
1266,2019,6,Agosto,Festival Internacional del Piano de Santander la IUS
1267,2019,7,Agosto,Festival Internacional del Piano de Santander la IUS
1268,2019,7,Agosto,Dia del Ejercito Nacional
1269,2019,7,Agosto,Batalla de Boyaca
1270,2019,8,Agosto,Festival Internacional del Piano de Santander la IUS
1271,2019,9,Agosto,Festival Internacional del Piano de Santander la IUS
1272,2019,10,Agosto,Festival Internacional del Piano de Santander la IUS
1273,2019,11,Agosto,Festival Internacional del Piano de Santander la IUS
1274,2019,11,Agosto,Domingo
1275,2019,12,Agosto,Festival Internacional del Piano de Santander la IUS
1276,2019,13,Agosto,Festival Internacional del Piano de Santander la IUS
1277,2019,14,Agosto,Festival Internacional del Piano de Santander la IUS
1278,2019,15,Agosto,Festival Internacional del Piano de Santander la IUS
1279,2019,16,Agosto,Festival Internacional del Piano de Santander la IUS
1280,2019,17,Agosto,Festival Internacional del Piano de Santander la IUS
1281,2019,17,Agosto,Dia del Ingeniero
1282,2019,18,Agosto,Festival Internacional del Piano de Santander la IUS
1283,2019,18,Agosto,Domingo
1284,2019,19,Agosto,Festival Internacional del Piano de Santander la IUS
1285,2019,19,Agosto,Asuncion de la Virgen
1286,2019,20,Agosto,Festival Internacional del Piano de Santander la IUS
1287,2019,21,Agosto,Festival Internacional del Piano de Santander la IUS
1288,2019,22,Agosto,Festival Internacional del Piano de Santander la IUS
1289,2019,23,Agosto,Festival Internacional del Piano de Santander la IUS
1290,2019,24,Agosto,Festival Internacional del Piano de Santander la IUS
1291,2019,25,Agosto,Festival Internacional del Piano de Santander la IUS
1292,2019,25,Agosto,Dia del Adulto Mayor
1293,2019,25,Agosto,Domingo
1294,2019,26,Agosto,Festival Internacional del Piano de Santander la IUS
1295,2019,27,Agosto,Festival Internacional del Piano de Santander la IUS
1296,2019,28,Agosto,Festival Internacional del Piano de Santander la IUS
1297,2019,29,Agosto,Festival Internacional del Piano de Santander la IUS
1298,2019,30,Agosto,Festival Internacional del Piano de Santander la IUS
1299,2019,31,Agosto,Festival Internacional del Piano de Santander la IUS
1300,2019,1,Septiembre,Domingo
1301,2019,3,Septiembre,Festival Internacional de Cine de Santander
1302,2019,4,Septiembre,Festival Internacional de Cine de Santander
1303,2019,5,Septiembre,Festival Internacional de Cine de Santander
1304,2019,5,Septiembre,Feria Bonita
1305,2019,6,Septiembre,Festival Internacional de Cine de Santander
1306,2019,6,Septiembre,Feria Bonita
1307,2019,7,Septiembre,Festival Internacional de Cine de Santander
1308,2019,7,Septiembre,Feria Bonita
1309,2019,8,Septiembre,Feria Bonita
1310,2019,8,Septiembre,Domingo
1311,2019,9,Septiembre,Feria Bonita
1312,2019,10,Septiembre,Feria Bonita
1313,2019,11,Septiembre,Feria Bonita
1314,2019,12,Septiembre,Feria Bonita
1315,2019,13,Septiembre,Feria Bonita
1316,2019,14,Septiembre,Feria Bonita
1317,2019,15,Septiembre,Feria Bonita
1318,2019,15,Septiembre,Domingo
1319,2019,21,Septiembre,Dia de Amor y Amistad
1320,2019,22,Septiembre,Domingo
1321,2019,26,Septiembre,Dia de la Seguridad Social
1322,2019,27,Septiembre,Dia del Turismo
1323,2019,29,Septiembre,Domingo
1324,2019,6,Octubre,Domingo
1325,2019,13,Octubre,Domingo
1326,2019,14,Octubre,Dia de la Raza
1327,2019,20,Octubre,Domingo
1328,2019,27,Octubre,Domingo
1329,2019,31,Octubre,Halloween
1330,2019,3,Noviembre,Domingo
1331,2019,4,Noviembre,Dia de todos los Santos
1332,2019,5,Noviembre,Dia de la Policia
1333,2019,10,Noviembre,Domingo
1334,2019,11,Noviembre,Independencia de Cartagena
1335,2019,17,Noviembre,Domingo
1336,2019,24,Noviembre,Domingo
1337,2019,1,Diciembre,Domingo
1338,2019,7,Diciembre,Dia de las Velitas
1339,2019,8,Diciembre,Inmaculada Concepcion
1340,2019,15,Diciembre,Domingo
1341,2019,22,Diciembre,Domingo
1342,2019,24,Diciembre,Noche Buena
1343,2019,25,Diciembre,Navidad
1344,2019,28,Diciembre,Dia de los Inocentes
1345,2019,29,Diciembre,Domingo
1346,2019,31,Diciembre,Año Viejo
1347,2020,1,Enero,Año Nuevo
1348,2020,5,Enero,Domingo
1349,2020,6,Enero,Reyes Magos
1350,2020,12,Enero,Domingo
1351,2020,19,Enero,Domingo
1352,2020,26,Enero,Domingo
1353,2020,2,Febrero,Domingo
1354,2020,9,Febrero,Domingo
1355,2020,14,Febrero,Dia de San Valentin
1356,2020,16,Febrero,Domingo
1357,2020,23,Febrero,Domingo
1358,2020,1,Marzo,Domingo
1359,2020,8,Marzo,Dia Internacional de la Mujer
1360,2020,14,Marzo,Dia de los Amigos
1361,2020,15,Marzo,Domingo
1362,2020,19,Marzo,Dia del Hombre
1363,2020,22,Marzo,Domingo
1364,2020,23,Marzo,San Jose
1365,2020,29,Marzo,Domingo
1366,2020,5,Abril,Domingo de Ramos
1367,2020,5,Abril,Domingo
1368,2020,9,Abril,Jueves Santo
1369,2020,10,Abril,Viernes Santo
1370,2020,12,Abril,Domingo de Pascua o Resurreccion
1371,2020,12,Abril,Domingo
1372,2020,19,Abril,Domingo
1373,2020,22,Abril,Dia de la Tierra
1374,2020,25,Abril,Dia del Niño
1375,2020,26,Abril,Domingo
1376,2020,1,Mayo,Dia del Trabajo
1377,2020,3,Mayo,Domingo
1378,2020,10,Mayo,Dia de la Madre
1379,2020,10,Mayo,Domingo
1380,2020,15,Mayo,Dia del Maestro
1381,2020,17,Mayo,Domingo
1382,2020,21,Mayo,Dia de la Afrocolombianidad
1383,2020,24,Mayo,Domingo
1384,2020,25,Mayo,Dia de la Ascension
1385,2020,31,Mayo,Domingo
1386,2020,1,Junio,Dia del Campesino
1387,2020,5,Junio,Dia del Medio Ambiente
1388,2020,7,Junio,Domingo
1389,2020,14,Junio,Domingo
1390,2020,15,Junio,Dia de Corpus Christi
1391,2020,21,Junio,Dia del Padre
1392,2020,21,Junio,Domingo
1393,2020,22,Junio,Dia del Sagrado Corazon de Jesus
1394,2020,28,Junio,Domingo
1395,2020,29,Junio,Dia de San Pedro y San Pablo
1396,2020,5,Julio,Domingo
1397,2020,12,Julio,Domingo
1398,2020,19,Julio,Domingo
1399,2020,20,Julio,Dia de la independencia
1400,2020,26,Julio,Domingo
1401,2020,1,Agosto,Festival Internacional del Piano de Santander la IUS
1402,2020,2,Agosto,Festival Internacional del Piano de Santander la IUS
1403,2020,2,Agosto,Domingo
1404,2020,3,Agosto,Festival Internacional del Piano de Santander la IUS
1405,2020,4,Agosto,Festival Internacional del Piano de Santander la IUS
1406,2020,5,Agosto,Festival Internacional del Piano de Santander la IUS
1407,2020,6,Agosto,Festival Internacional del Piano de Santander la IUS
1408,2020,7,Agosto,Festival Internacional del Piano de Santander la IUS
1409,2020,7,Agosto,Dia del Ejercito Nacional
1410,2020,7,Agosto,Batalla de Boyaca
1411,2020,8,Agosto,Festival Internacional del Piano de Santander la IUS
1412,2020,9,Agosto,Festival Internacional del Piano de Santander la IUS
1413,2020,9,Agosto,Domingo
1414,2020,10,Agosto,Festival Internacional del Piano de Santander la IUS
1415,2020,11,Agosto,Festival Internacional del Piano de Santander la IUS
1416,2020,12,Agosto,Festival Internacional del Piano de Santander la IUS
1417,2020,13,Agosto,Festival Internacional del Piano de Santander la IUS
1418,2020,14,Agosto,Festival Internacional del Piano de Santander la IUS
1419,2020,15,Agosto,Festival Internacional del Piano de Santander la IUS
1420,2020,16,Agosto,Festival Internacional del Piano de Santander la IUS
1421,2020,16,Agosto,Domingo
1422,2020,17,Agosto,Festival Internacional del Piano de Santander la IUS
1423,2020,17,Agosto,Dia del Ingeniero
1424,2020,17,Agosto,Asuncion de la Virgen
1425,2020,18,Agosto,Festival Internacional del Piano de Santander la IUS
1426,2020,19,Agosto,Festival Internacional del Piano de Santander la IUS
1427,2020,20,Agosto,Festival Internacional del Piano de Santander la IUS
1428,2020,21,Agosto,Festival Internacional del Piano de Santander la IUS
1429,2020,22,Agosto,Festival Internacional del Piano de Santander la IUS
1430,2020,23,Agosto,Festival Internacional del Piano de Santander la IUS
1431,2020,23,Agosto,Dia del Adulto Mayor
1432,2020,23,Agosto,Domingo
1433,2020,24,Agosto,Festival Internacional del Piano de Santander la IUS
1434,2020,25,Agosto,Festival Internacional del Piano de Santander la IUS
1435,2020,26,Agosto,Festival Internacional del Piano de Santander la IUS
1436,2020,27,Agosto,Festival Internacional del Piano de Santander la IUS
1437,2020,28,Agosto,Festival Internacional del Piano de Santander la IUS
1438,2020,29,Agosto,Festival Internacional del Piano de Santander la IUS
1439,2020,30,Agosto,Festival Internacional del Piano de Santander la IUS
1440,2020,30,Agosto,Domingo
1441,2020,31,Agosto,Festival Internacional del Piano de Santander la IUS
1442,2020,6,Septiembre,Domingo
1443,2020,13,Septiembre,Domingo
1444,2020,19,Septiembre,Dia de Amor y Amistad
1445,2020,20,Septiembre,Domingo
1446,2020,26,Septiembre,Dia de la Seguridad Social
1447,2020,27,Septiembre,Dia del Turismo
1448,2020,27,Septiembre,Domingo
1449,2020,4,Octubre,Domingo
1450,2020,11,Octubre,Domingo
1451,2020,12,Octubre,Dia de la Raza
1452,2020,18,Octubre,Domingo
1453,2020,25,Octubre,Domingo
1454,2020,31,Octubre,Halloween
1455,2020,1,Noviembre,Domingo
1456,2020,2,Noviembre,Dia de todos los Santos
1457,2020,5,Noviembre,Dia de la Policia
1458,2020,8,Noviembre,Domingo
1459,2020,15,Noviembre,Domingo
1460,2020,16,Noviembre,Independencia de Cartagena
1461,2020,22,Noviembre,Domingo
1462,2020,29,Noviembre,Domingo
1463,2020,6,Diciembre,Domingo
1464,2020,7,Diciembre,Dia de las Velitas
1465,2020,8,Diciembre,Inmaculada Concepcion
1466,2020,13,Diciembre,Domingo
1467,2020,20,Diciembre,Domingo
1468,2020,24,Diciembre,Noche Buena
1469,2020,25,Diciembre,Navidad
1470,2020,27,Diciembre,Domingo
1471,2020,28,Diciembre,Dia de los Inocentes
1472,2020,31,Diciembre,Año Viejo
1473,2021,1,Enero,Año Nuevo
1474,2021,3,Enero,Domingo
1475,2021,10,Enero,Domingo
1476,2021,11,Enero,Reyes Magos
1477,2021,17,Enero,Domingo
1478,2021,24,Enero,Domingo
1479,2021,31,Enero,Domingo
1480,2021,7,Febrero,Domingo
1481,2021,14,Febrero,Dia de San Valentin
1482,2021,14,Febrero,Domingo
1483,2021,21,Febrero,Domingo
1484,2021,28,Febrero,Domingo
1485,2021,7,Marzo,Domingo
1486,2021,8,Marzo,Dia Internacional de la Mujer
1487,2021,13,Marzo,Dia de los Amigos
1488,2021,14,Marzo,Domingo
1489,2021,19,Marzo,Dia del Hombre
1490,2021,21,Marzo,Domingo
1491,2021,22,Marzo,San Jose
1492,2021,28,Marzo,Domingo de Ramos
1493,2021,28,Marzo,Domingo
1494,2021,1,Abril,Jueves Santo
1495,2021,2,Abril,Viernes Santo
1496,2021,4,Abril,Domingo de Pascua o Resurreccion
1497,2021,4,Abril,Domingo
1498,2021,11,Abril,Domingo
1499,2021,18,Abril,Domingo
1500,2021,22,Abril,Dia de la Tierra
1501,2021,24,Abril,Dia del Niño
1502,2021,25,Abril,Domingo
1503,2021,1,Mayo ,Dia del Trabajo
1504,2021,2,Mayo,Domingo
1505,2021,9,Mayo,Dia de la Madre
1506,2021,9,Mayo ,Domingo
1507,2021,15,Mayo,Dia del Maestro
1508,2021,16,Mayo,Domingo
1509,2021,17,Mayo,Dia de la Ascension
1510,2021,21,Mayo,Dia de la Afrocolombianidad
1511,2021,23,Mayo,Domingo
1512,2021,30,Mayo,Domingo
1513,2021,1,Junio,Dia del Campesino
1514,2021,5,Junio,Dia del Medio Ambiente
1515,2021,6,Junio,Domingo
1516,2021,7,Junio,Dia de Corpus Christi
1517,2021,13,Junio,Domingo
1518,2021,14,Junio,Dia del Sagrado Corazon de Jesus
1519,2021,20,Junio,Dia del Padre
1520,2021,20,Junio,Domingo
1521,2021,27,Junio,Domingo
1522,2021,4,Julio,Domingo
1523,2021,5,Julio,Dia de San Pedro y San Pablo
1524,2021,11,Julio,Domingo
1525,2021,18,Julio,Domingo
1526,2021,20,Julio,Dia de la independencia
1527,2021,25,Julio,Domingo
1528,2021,1,Agosto,Festival Internacional del Piano de Santander la IUS
1529,2021,1,Agosto,Domingo
1530,2021,2,Agosto,Festival Internacional del Piano de Santander la IUS
1531,2021,3,Agosto,Festival Internacional del Piano de Santander la IUS
1532,2021,4,Agosto,Festival Internacional del Piano de Santander la IUS
1533,2021,5,Agosto,Festival Internacional del Piano de Santander la IUS
1534,2021,6,Agosto,Festival Internacional del Piano de Santander la IUS
1535,2021,7,Agosto,Festival Internacional del Piano de Santander la IUS
1536,2021,7,Agosto,Dia del Ejercito Nacional
1537,2021,7,Agosto,Batalla de Boyaca
1538,2021,8,Agosto,Festival Internacional del Piano de Santander la IUS
1539,2021,8,Agosto,Domingo
1540,2021,9,Agosto,Festival Internacional del Piano de Santander la IUS
1541,2021,10,Agosto,Festival Internacional del Piano de Santander la IUS
1542,2021,11,Agosto,Festival Internacional del Piano de Santander la IUS
1543,2021,12,Agosto,Festival Internacional del Piano de Santander la IUS
1544,2021,13,Agosto,Festival Internacional del Piano de Santander la IUS
1545,2021,14,Agosto,Festival Internacional del Piano de Santander la IUS
1546,2021,15,Agosto,Festival Internacional del Piano de Santander la IUS
1547,2021,15,Agosto,Domingo
1548,2021,16,Agosto,Festival Internacional del Piano de Santander la IUS
1549,2021,16,Agosto,Asuncion de la Virgen
1550,2021,17,Agosto,Festival Internacional del Piano de Santander la IUS
1551,2021,17,Agosto,Dia del Ingeniero
1552,2021,18,Agosto,Festival Internacional del Piano de Santander la IUS
1553,2021,19,Agosto,Festival Internacional del Piano de Santander la IUS
1554,2021,20,Agosto,Festival Internacional del Piano de Santander la IUS
1555,2021,21,Agosto,Festival Internacional del Piano de Santander la IUS
1556,2021,22,Agosto,Festival Internacional del Piano de Santander la IUS
1557,2021,22,Agosto,Dia del Adulto Mayor
1558,2021,22,Agosto,Domingo
1559,2021,23,Agosto,Festival Internacional del Piano de Santander la IUS
1560,2021,24,Agosto,Festival Internacional del Piano de Santander la IUS
1561,2021,25,Agosto,Festival Internacional del Piano de Santander la IUS
1562,2021,26,Agosto,Festival Internacional del Piano de Santander la IUS
1563,2021,27,Agosto,Festival Internacional del Piano de Santander la IUS
1564,2021,28,Agosto,Festival Internacional del Piano de Santander la IUS
1565,2021,29,Agosto,Festival Internacional del Piano de Santander la IUS
1566,2021,29,Agosto,Domingo
1567,2021,30,Agosto,Festival Internacional del Piano de Santander la IUS
1568,2021,31,Agosto,Festival Internacional del Piano de Santander la IUS
1569,2021,3,Septiembre,Domingo
1570,2021,9,Septiembre,Feria Bonita
1571,2021,10,Septiembre,Feria Bonita
1572,2021,10,Septiembre,Domingo
1573,2021,10,Septiembre,Festival Internacional de Cine de Santander
1574,2021,11,Septiembre,Feria Bonita
1575,2021,11,Septiembre,Festival Internacional de Cine de Santander
1576,2021,12,Septiembre,Feria Bonita
1577,2021,12,Septiembre,Festival Internacional de Cine de Santander
1578,2021,13,Septiembre,Feria Bonita
1579,2021,13,Septiembre,Festival Internacional de Cine de Santander
1580,2021,14,Septiembre,Feria Bonita
1581,2021,14,Septiembre,Festival Internacional de Cine de Santander
1582,2021,15,Septiembre,Feria Bonita
1583,2021,15,Septiembre,Festival Internacional de Cine de Santander
1584,2021,16,Septiembre,Feria Bonita
1585,2021,16,Septiembre,Festival Internacional de Cine de Santander
1586,2021,17,Septiembre,Feria Bonita
1587,2021,17,Septiembre,Festival Internacional de Cine de Santander
1588,2021,17,Septiembre,Domingo
1589,2021,18,Septiembre,Feria Bonita
1590,2021,18,Septiembre,Festival Internacional de Cine de Santander
1591,2021,18,Septiembre,Dia de Amor y Amistad
1592,2021,19,Septiembre,Feria Bonita
1593,2021,24,Septiembre,Domingo
1594,2021,26,Septiembre,Dia de la Seguridad Social
1595,2021,27,Septiembre,Dia del Turismo
1596,2021,31,Septiembre,Domingo
1597,2021,18,Octubre,Dia de la Raza
1598,2021,31,Octubre,Halloween
1599,2021,1,Noviembre,Dia de todos los Santos
1600,2021,5,Noviembre,Dia de la Policia
1601,2021,7,Noviembre,Domingo
1602,2021,14,Noviembre,Domingo
1603,2021,15,Noviembre,Independencia de Cartagena
1604,2021,21,Noviembre,Domingo
1605,2021,28,Noviembre,Domingo
1606,2021,5,Diciembre,Domingo
1607,2021,7,Diciembre,Dia de las Velitas
1608,2021,8,Diciembre,Inmaculada Concepcion
1609,2021,12,Diciembre,Domingo
1610,2021,19,Diciembre,Domingo
1611,2021,24,Diciembre,Noche Buena
1612,2021,25,Diciembre,Navidad
1613,2021,26,Diciembre,Domingo
1614,2021,28,Diciembre,Dia de los Inocentes
1615,2021,31,Diciembre,Año Viejo
